uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,uterine myometrium,uterine myometrium,UBERON:0001296,inner uterine myometrium,,,,,,,,,uterine smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDH,,,CD90,,,a smooth muscle actin,,,calponin,,,caldesmon,,,tropomyosin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 24243625,DOI: 10.1093/molehr/gat083,,PMID 23445904 ,DOI: 10.1186/1471-2393-13-S1-S7,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,arcuate artery of uterus,arcuate artery of uterus,UBERON:0015173,,,,,,,,,,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,SOX9+ epithelial cell,,,,,,,,,EPCAM,,,SOX9,,,MMP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,ciliated epithelial cell,,,,,,,,,EPCAM,,,PIFO,,,TPPP3,,,FOXJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial gland,endometrial gland,UBERON:0002451,endometrium glandular epithelium,endometrium glandular epithelium,UBERON:0012276,glandular epithelial cell,,,,,,,,,EPCAM,,,SCGB2A2,,,PAEP,,,CXCL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial gland,endometrial gland,UBERON:0002451,endometrium luminal epithelium,endometrium luminal epithelium,UBERON:0011949,luminal epithelial cell,,,,,,,,,EPCAM,,,LGR5,,,PTGS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial stroma,endometrial stroma,UBERON:0002337,,,,stromal cell,,,,,,,,,IGF1,,,PCOLCE,,,MMP11,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine smooth muscle cell,,,,,,,,,ACTA2,,,MYH11,,,ACTG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,perivascular support cell,,,,,,,,,ACTA2,,,MYH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,macrophage,,,,,,,,,CD68,,,CD14,,,CSF1R,,,IL1B,,,SEPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,lymphocyte,,,,,,,,,PTPRC,,,NCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine natural killer cell,,,,,,,,,CD69,,,HMGB2,,,NCAM1,,,CCL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine dendritic cells,,,,,,,,,IL1B,,,CD68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,B cell,,,,,,,,,CD69,,,CCL5,,,MS4A1,,,CXCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,T cell,,,,,,,,,CD69,,,HMGB2,,,CD3G,,,IL7R,,,CXCR4,,,CCL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,innate lymphoid cell,,,,,,,,,CD69,,,KIT,,,IL7R,,,CXCR4,,,CCL5,,,SPINK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,mast cell,,,,,,,,,CD69,,,MS4A2,,,KIT,,,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,left anterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,endothelial cell,,,,,,,,,CD34,,,SEMA3G,,,ACKR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,serosa of the uterus,serosa of the uterus,UBERON:0001297,,,,,,,,,,mesothelium of the uterine serosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,serosa of the uterus,serosa of the uterus,UBERON:0001297,connective tissue of the uterine serosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,uterine myometrium,uterine myometrium,UBERON:0001296,outer uterine myometrium,,,,,,,,,uterine smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDH,,,CD90,,,a smooth muscle actin,,,calponin,,,caldesmon,,,tropomyosin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 24243625,DOI: 10.1093/molehr/gat083,,PMID 23445904 ,DOI: 10.1186/1471-2393-13-S1-S7,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,uterine myometrium,uterine myometrium,UBERON:0001296,inner uterine myometrium,,,,,,,,,uterine smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDH,,,CD90,,,a smooth muscle actin,,,calponin,,,caldesmon,,,tropomyosin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 24243625,DOI: 10.1093/molehr/gat083,,PMID 23445904 ,DOI: 10.1186/1471-2393-13-S1-S7,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,arcuate artery of uterus,arcuate artery of uterus,UBERON:0015173,,,,,,,,,,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,SOX9+ epithelial cell,,,,,,,,,EPCAM,,,SOX9,,,MMP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,ciliated epithelial cell,,,,,,,,,EPCAM,,,PIFO,,,TPPP3,,,FOXJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial gland,endometrial gland,UBERON:0002451,endometrium glandular epithelium,endometrium glandular epithelium,UBERON:0012276,glandular epithelial cell,,,,,,,,,EPCAM,,,SCGB2A2,,,PAEP,,,CXCL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial gland,endometrial gland,UBERON:0002451,endometrium luminal epithelium,endometrium luminal epithelium,UBERON:0011949,luminal epithelial cell,,,,,,,,,EPCAM,,,LGR5,,,PTGS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial stroma,endometrial stroma,UBERON:0002337,,,,stromal cell,,,,,,,,,IGF1,,,PCOLCE,,,MMP11,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine smooth muscle cell,,,,,,,,,ACTA2,,,MYH11,,,ACTG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,perivascular support cell,,,,,,,,,ACTA2,,,MYH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,macrophage,,,,,,,,,CD68,,,CD14,,,CSF1R,,,IL1B,,,SEPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,lymphocyte,,,,,,,,,PTPRC,,,NCAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine natural killer cell,,,,,,,,,CD69,,,HMGB2,,,NCAM1,,,CCL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine dendritic cells,,,,,,,,,IL1B,,,CD68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,B cell,,,,,,,,,CD69,,,CCL5,,,MS4A1,,,CXCR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,T cell,,,,,,,,,CD69,,,HMGB2,,,CD3G,,,IL7R,,,CXCR4,,,CCL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,innate lymphoid cell,,,,,,,,,CD69,,,KIT,,,IL7R,,,CXCR4,,,CCL5,,,SPINK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,mast cell,,,,,,,,,CD69,,,MS4A2,,,KIT,,,CSF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,right posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,statum functionalis,outer layer of endometrium,UBERON:0022356,,,,,,,endothelial cell,,,,,,,,,CD34,,,SEMA3G,,,ACKR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOI: 10.1101/2021.01.02.425073,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,serosa of the uterus,serosa of the uterus,UBERON:0001297,,,,,,,,,,mesothelium of the uterine serosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,serosa of the uterus,serosa of the uterus,UBERON:0001297,connective tissue of the uterine serosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,uterine myometrium,uterine myometrium,UBERON:0001296,outer uterine myometrium,,,,,,,,,uterine smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,uterine myometrium,uterine myometrium,UBERON:0001296,inner uterine myometrium,,,,,,,,,uterine smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,arcuate artery of uterus,arcuate artery of uterus,UBERON:0015173,,,,,,,,,,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,SOX9+ epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,ciliated epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial gland,endometrial gland,UBERON:0002451,endometrium glandular epithelium,endometrium glandular epithelium,UBERON:0012276,glandular epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial gland,endometrial gland,UBERON:0002451,endometrium luminal epithelium,endometrium luminal epithelium,UBERON:0011949,luminal epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,endometrial stroma,endometrial stroma,UBERON:0002337,,,,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,perivascular support cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,macrophage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,lymphocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uterus,uterus,UBERON:0000995,fundus of uterus,Fundus of uterus,FMA:17561,,central posterior fundus of uterus,,,,endometrium,endometrium,UBERON:0001295,stratum basalis,basal layer of endometrium,UBERON:0022355,,,,,,,uterine natural killer cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
